wavenumber_cm1,absorbance
1336.0000,0.233854
1337.0000,0.258626
1338.0000,0.283443
1339.0000,0.298663
1340.0000,0.297250
1341.0000,0.277149
1342.0000,0.243171
1343.0000,0.201297
1344.0000,0.158252
1345.0000,0.120477
1346.0000,0.093789
1347.0000,0.082809
1348.0000,0.084232
1349.0000,0.089783
1350.0000,0.094585
1351.0000,0.097925
1352.0000,0.101913
1353.0000,0.106705
1354.0000,0.112117
1355.0000,0.117451
1356.0000,0.123367
1357.0000,0.129671
1358.0000,0.136472
1359.0000,0.143994
1360.0000,0.152204
1361.0000,0.160967
1362.0000,0.170059
1363.0000,0.179535
1364.0000,0.189368
1365.0000,0.198719
1366.0000,0.206974
1367.0000,0.218429
1368.0000,0.234459
1369.0000,0.253454
1370.0000,0.273094
1371.0000,0.292297
1372.0000,0.308835
1373.0000,0.321196
1374.0000,0.328369
1375.0000,0.329134
1376.0000,0.324014
1377.0000,0.317734
1378.0000,0.310738
1379.0000,0.302408
1380.0000,0.293069
1381.0000,0.283974
1382.0000,0.274985
1383.0000,0.266743
1384.0000,0.260468
1385.0000,0.255141
1386.0000,0.247466
1387.0000,0.237538
1388.0000,0.224462
1389.0000,0.208184
1390.0000,0.189111
1391.0000,0.169348
1392.0000,0.150416
1393.0000,0.132851
1394.0000,0.117019
1395.0000,0.101393
1396.0000,0.085380
1397.0000,0.070752
1398.0000,0.057082
1399.0000,0.045113
1400.0000,0.035812
1401.0000,0.030046
1402.0000,0.027755
1403.0000,0.027431
1404.0000,0.027666
1405.0000,0.027515
1406.0000,0.027695
1407.0000,0.028847
1408.0000,0.031291
1409.0000,0.035602
1410.0000,0.042486
1411.0000,0.051283
1412.0000,0.061224
1413.0000,0.071021
1414.0000,0.079577
1415.0000,0.085759
1416.0000,0.088958
1417.0000,0.089319
1418.0000,0.086947
1419.0000,0.082266
1420.0000,0.076589
1421.0000,0.068623
1422.0000,0.058103
1423.0000,0.046198
1424.0000,0.034370
1425.0000,0.023861
1426.0000,0.012718
1427.0000,0.002690
1428.0000,0.001933
1429.0000,0.009201
1430.0000,0.022942
1431.0000,0.039593
1432.0000,0.057324
1433.0000,0.074450
1434.0000,0.089188
1435.0000,0.099658
1436.0000,0.103470
1437.0000,0.104490
1438.0000,0.109088
1439.0000,0.113863
1440.0000,0.118646
1441.0000,0.123582
1442.0000,0.128803
1443.0000,0.134438
1444.0000,0.140750
1445.0000,0.148434
1446.0000,0.149893
1447.0000,0.160568
1448.0000,0.181331
1449.0000,0.212324
1450.0000,0.253187
1451.0000,0.309071
1452.0000,0.375905
1453.0000,0.445595
1454.0000,0.509566
1455.0000,0.561208
1456.0000,0.596702
1457.0000,0.630757
1458.0000,0.655573
1459.0000,0.679792
1460.0000,0.697296
1461.0000,0.703641
1462.0000,0.690390
1463.0000,0.653345
1464.0000,0.593377
1465.0000,0.516528
1466.0000,0.429441
1467.0000,0.342786
1468.0000,0.267746
1469.0000,0.217133
1470.0000,0.183055
1471.0000,0.160620
1472.0000,0.149315
1473.0000,0.148650
1474.0000,0.156896
1475.0000,0.171217
1476.0000,0.187581
1477.0000,0.208027
1478.0000,0.233233
1479.0000,0.262088
1480.0000,0.293420
1481.0000,0.326042
1482.0000,0.360525
1483.0000,0.397085
1484.0000,0.443427
1485.0000,0.494701
1486.0000,0.548533
1487.0000,0.598743
1488.0000,0.634794
1489.0000,0.650235
1490.0000,0.642250
1491.0000,0.611547
1492.0000,0.561958
1493.0000,0.499892
1494.0000,0.439711
1495.0000,0.384741
1496.0000,0.342700
1497.0000,0.313734
1498.0000,0.295283
1499.0000,0.289180
1500.0000,0.286252
1501.0000,0.279428
1502.0000,0.263285
1503.0000,0.231036
1504.0000,0.188084
1505.0000,0.140385
1506.0000,0.093775
1507.0000,0.053897
1508.0000,0.026568
1509.0000,0.014336
1510.0000,0.009567
1511.0000,0.009427
1512.0000,0.010495
1513.0000,0.008589
1514.0000,0.007082
1515.0000,0.005753
1516.0000,0.004749
1517.0000,0.003957
1518.0000,0.003428
1519.0000,0.003086
1520.0000,0.002894
1521.0000,0.002803
1522.0000,0.002786
1523.0000,0.002811
1524.0000,0.002902
1525.0000,0.003060
1526.0000,0.003279
1527.0000,0.003530
1528.0000,0.003802
1529.0000,0.004095
1530.0000,0.004406
1531.0000,0.004745
1532.0000,0.005109
1533.0000,0.005499
1534.0000,0.005943
1535.0000,0.006476
1536.0000,0.007089
1537.0000,0.007801
1538.0000,0.008580
1539.0000,0.009408
